O*NET-SOC Code,Title,_key,structured_codifiable_work,cognitive_complexity,physical_embodiment,social_emotional_intelligence,creativity_innovation,decision_impact_accountability,automation_potential,overall_score,rationale,scored_at
51-9194.00,Etchers and Engravers,51-9194.00||Etchers and Engravers,4.2,2.8,3.6,1.4,3.0,2.6,High,4.0,"Much of etching/engraving work follows standardized patterns (templates, tolerances, repeatable setups) and is measurable, making it well-suited to automation via CNC, laser engraving, photochemical etching, and vision-based inspection. The cognitive demands are moderate: operators must interpret specs, choose settings, and troubleshoot defects, but many decisions can be parameterized and learned from historical runs. Physical embodiment remains relevant for loading/unloading parts, fixturing, surface prep, and handling varied materials, though robotics can cover high-volume, consistent workflows. Social/emotional requirements are typically low, while creativity varies by segment (industrial marking vs. custom artistic engraving), with bespoke artistic work resisting full automation. Errors are usually correctable but can scrap parts or violate marking/traceability requirements, so human oversight is often retained for QA and exception handling.",2026-02-27T07:41:30.282077
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic","51-9195.00||Molders, Shapers, and Casters, Except Metal and Plastic",3.8,2.6,4.6,1.4,2.7,3.0,Medium,3.2,"Much of the work follows repeatable procedures (mixing, pouring, curing, demolding, finishing) with measurable quality checks, making portions amenable to automation. However, it is highly physically embodied: handling varied materials (clay, plaster, concrete, glass), tool use, setup/cleanup, and dealing with variability in batches and molds still favor human labor unless a well-instrumented robotic cell is deployed. Cognitive demands are moderate, centered on process control, troubleshooting defects (air bubbles, cracking, warping), and adjusting timing/mixtures rather than deep abstract reasoning. Social/emotional requirements are typically low, while creativity varies by product (e.g., figurines vs. standardized tile/pipe), with custom/artisanal shaping resisting full automation. Automation is most feasible for high-volume, standardized casting lines (dispensing, molding, curing control, vision-based inspection), while bespoke shaping, delicate finishing, and on-the-fly material judgment remain human-critical.",2026-02-27T07:41:35.739585
51-9195.03,"Stone Cutters and Carvers, Manufacturing","51-9195.03||Stone Cutters and Carvers, Manufacturing",3.6,2.8,4.7,1.6,2.7,3.2,Medium,3.1,"Much of the work follows diagrams, patterns, and measurable tolerances, making planning, layout, and some cutting steps fairly codifiable. However, execution is highly physical and safety-critical, requiring handling heavy stone, operating saws/CNC/hand tools, and managing dust, vibration, and breakage risk—areas where full automation is harder outside highly controlled factory setups. AI/CNC can automate pattern translation, toolpath generation, defect detection, and quality inspection, and can augment operators with guidance and error prevention. Human skill remains important for setup, fixturing, finishing, handling irregular materials, and responding to unexpected fractures or aesthetic requirements. Accountability is moderate because errors can be costly and hazardous, but many outcomes are inspectable and correctable before shipment.",2026-02-27T07:41:42.604514
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers","51-9195.04||Glass Blowers, Molders, Benders, and Finishers",3.2,3.0,4.8,1.8,3.4,3.1,Medium,2.8,"Core tasks involve highly physical, heat-intensive manipulation of molten glass, requiring dexterity, timing, and real-time sensory feedback, which strongly limits pure AI automation without advanced robotics. Many steps can be standardized (patterns, molds, temperature ranges, finishing procedures), making parts of the workflow amenable to automation via CNC/robotic forming, automated annealing, and machine-vision quality inspection. Skilled judgment is still needed to handle variability in material behavior, defects, and process tuning, especially for custom or artistic pieces. Creativity is moderate: production work is pattern-driven, while artisan glassblowing requires more original design and aesthetic judgment. Errors can cause safety incidents and costly scrap, so oversight and accountability remain important even with automation.",2026-02-27T07:41:47.723318
51-9195.05,"Potters, Manufacturing","51-9195.05||Potters, Manufacturing",4.2,2.6,4.6,1.4,2.8,3.0,Medium,3.4,"Manufacturing potter work is relatively standardized and process-driven (machine setup, feeding, monitoring, and quality checks), making many steps codifiable and suitable for automation. However, it is highly physically embodied: handling clay, loading/unloading, tool changes, cleanup, and dealing with variability in material behavior still benefit from human dexterity unless a full robotics cell is deployed. Cognitive demands are moderate, focused on troubleshooting, process adjustments, and recognizing defects rather than deep open-ended reasoning. Social/emotional requirements are low, while creativity varies by shop—high-volume manufacturing tends to emphasize consistency over original design. Errors can create scrap, equipment damage, or safety issues, so oversight and accountability keep humans in the loop even as machine vision, sensors, and automated controls take over routine operation.",2026-02-27T07:41:52.507648
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders","51-9196.00||Paper Goods Machine Setters, Operators, and Tenders",4.2,2.6,4.4,1.6,1.7,3.4,Medium,3.4,"The work is largely standardized and procedure-driven (machine setup, parameter checks, monitoring, and routine quality control), making many elements codifiable and amenable to automation. However, it is strongly tied to physical equipment: loading materials, clearing jams, tool changes, and hands-on adjustments in a variable factory environment raise the need for on-site presence and limit full automation. Cognitive demands are moderate, centered on troubleshooting, interpreting machine behavior, and maintaining throughput/quality rather than deep open-ended reasoning. Social/emotional and creativity requirements are low, mostly involving basic coordination and adherence to safety/production protocols. Automation is most feasible for sensing/inspection, closed-loop control, predictive maintenance, and some material handling, while human-critical parts remain around safety, non-routine breakdowns, changeovers, and accountability for quality and downtime decisions.",2026-02-27T07:41:57.776227
51-9197.00,Tire Builders,51-9197.00||Tire Builders,4.6,2.4,4.2,1.4,1.3,3.2,High,4.1,"Tire building is typically a standardized, repeatable manufacturing process with clear quality metrics, making much of the workflow highly codifiable and suitable for automation. The cognitive demands are moderate, focused on monitoring equipment, adjusting settings, and responding to process deviations rather than deep open-ended reasoning. However, the work often requires physical handling of materials, alignment, and troubleshooting on the shop floor, which can slow full automation unless advanced robotics and integrated material handling are in place. Social/emotional and creative requirements are minimal, while decision impact is moderate due to safety/quality implications and scrap costs, often managed through procedural controls and QA systems. Overall, machine operation, inspection, and documentation are highly automatable, with humans remaining important for changeovers, maintenance, exception handling, and ensuring safety compliance.",2026-02-27T07:42:03.509255
51-9198.00,Helpers--Production Workers,51-9198.00||Helpers--Production Workers,4.4,1.6,4.7,1.8,1.3,2.4,Medium,3.2,"The work is typically routine, repetitive, and governed by clear shop-floor procedures (supplying materials, holding tools, cleaning), making many elements highly codifiable. Cognitive demands are generally low, but workers must maintain situational awareness for safety, timing, and coordination with line operations. Physical presence and manipulation of objects/equipment are central, which limits pure software automation and makes automation dependent on robotics and material-handling systems. Social/emotional requirements are modest (basic coordination and compliance), and creativity is minimal. Automation is most feasible for material transport, tool delivery, and some cleaning via conveyors/AGVs/robots, while humans remain important for flexible handling, rapid changeovers, and safety-critical judgment in dynamic environments.",2026-02-27T07:42:08.569124
51-9199.00,"Production Workers, All Other","51-9199.00||Production Workers, All Other",3.6,2.4,4.3,1.8,1.9,2.8,Medium,3.2,"This catch-all production category typically includes repetitive, standardized tasks (feeding machines, basic assembly, packaging, inspection), which are relatively codifiable and therefore amenable to automation. However, the work often requires physical presence, handling varied parts, and operating in dynamic factory environments, which raises the difficulty and cost of full automation compared with purely digital work. Cognitive demands are usually moderate-to-low, with some situational judgment for quality checks, minor troubleshooting, and safety compliance. Social/emotional requirements are generally limited, though coordination with line leads and adherence to safety culture matter. Automation is most feasible for high-volume, repetitive sub-tasks (robotic handling, vision-based inspection, automated packaging), while humans remain important for changeovers, exception handling, maintenance-adjacent troubleshooting, and safety-critical interventions.",2026-02-27T07:42:13.831149
53-1041.00,Aircraft Cargo Handling Supervisors,53-1041.00||Aircraft Cargo Handling Supervisors,3.8,3.6,4.2,3.2,2.2,4.4,Medium,3.1,"Many core tasks (load planning, weight-and-balance calculations, checklists, documentation, and compliance verification) are structured and increasingly supported by software, making them amenable to AI augmentation. However, the role is strongly constrained by physical-world operations: supervising ramp activities, ensuring proper securing/staging, and responding to irregular operations requires on-site presence and coordination. Cognitive demands are moderate-to-high due to safety-critical judgment under time pressure, handling exceptions (weather, equipment failures, last-minute load changes), and maintaining situational awareness. Social coordination with ground crews, flight crew, and sometimes passengers is important, though not as emotionally nuanced as counseling roles. High accountability and safety/regulatory stakes limit full automation; AI is most useful for planning, monitoring, anomaly detection, and decision support, while humans remain critical for supervision, final sign-off, and real-time operational control.",2026-02-27T07:42:19.257501
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","53-1042.00||First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",3.2,3.4,3.8,4.1,2.4,3.6,Medium,3.1,"This role mixes schedulable, trackable activities (assigning tasks, monitoring throughput, reporting) with on-the-ground coordination in dynamic physical environments. Many administrative and planning components are codifiable and can be augmented by AI (shift scheduling, workload balancing, safety checklists, incident documentation, performance dashboards). However, effective supervision relies heavily on real-time situational judgment, coaching, conflict resolution, and maintaining trust and morale, which are harder to automate. Physical presence is often required to observe work conditions, enforce safety, and respond to disruptions, limiting full automation. Accountability is moderate-to-high due to safety, compliance, and operational continuity, favoring human oversight even when AI tools assist.",2026-02-27T07:42:23.456320
53-1042.01,Recycling Coordinators,53-1042.01||Recycling Coordinators,3.6,3.2,2.4,3.4,2.6,3.3,Medium,3.4,"Recycling coordinators oversee programs with many standardized components (route schedules, contamination rules, reporting, vendor SLAs), which are amenable to workflow automation, analytics, and AI-assisted communications. However, the role also involves contextual judgment around local regulations, service disruptions, and tradeoffs among cost, participation, and contamination that are only partially codifiable. Physical presence is sometimes needed for site visits, audits, and coordination with haulers and facilities, but much of the planning and monitoring is digital. Stakeholder management (residents, contractors, municipal staff) requires trust-building and conflict resolution that AI can support (drafting notices, triaging complaints) but not fully replace. High-impact decisions (contract compliance, public messaging, safety/environmental incidents) typically require accountable human oversight even if AI provides recommendations.",2026-02-27T07:42:28.070919
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1043.00||First-Line Supervisors of Material-Moving Machine and Vehicle Operators,3.6,3.2,3.4,3.7,2.2,3.8,Medium,3.2,"This role includes many structured, measurable activities (shift planning, task assignment, throughput tracking, safety checklists) that are amenable to AI-driven scheduling, monitoring, and reporting. However, supervisors frequently operate in dynamic physical environments where real-time situational awareness, on-the-floor presence, and coordination with equipment operators are important, limiting full automation. Social and emotional skills matter for coaching, conflict resolution, enforcing safety rules, and maintaining trust with crews, which AI can support but not reliably replace. Decision impact is moderate-to-high because errors can cause safety incidents, equipment damage, and compliance violations, increasing the need for accountable human oversight. Overall, AI is likely to automate administrative coordination and analytics while humans remain critical for safety leadership, exception handling, and people management in the warehouse/yard.",2026-02-27T07:42:32.953543
53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044.00||First-Line Supervisors of Passenger Attendants,3.6,3.2,2.4,4.3,2.2,3.8,Medium,3.1,"This role includes several structured, codifiable components (scheduling, task assignment, checklist compliance, reporting) that are amenable to automation and AI-assisted optimization. However, day-to-day supervision often requires nuanced judgment in real time—handling passenger complaints, de-escalating conflicts, coaching attendants, and coordinating with other operational teams—driving high social/emotional demands that resist full automation. Physical presence is sometimes required to observe service quality, respond to onboard/terminal issues, and manage irregular operations, limiting end-to-end automation. Decision impact is moderate-to-high because errors can affect safety, customer experience, and regulatory compliance, increasing the need for accountable human oversight. Overall, AI can strongly augment planning, monitoring, and documentation, while humans remain critical for interpersonal leadership, exception handling, and accountability.",2026-02-27T07:42:37.900028
53-1049.00,"First-Line Supervisors of Transportation Workers, All Other","53-1049.00||First-Line Supervisors of Transportation Workers, All Other",3.2,3.6,2.8,4.0,2.4,4.1,Medium,3.1,"This role mixes standardized operational tasks (scheduling, dispatch coordination, compliance checks, reporting) with real-time judgment under uncertainty (delays, incidents, staffing gaps), making it only partially codifiable. Many administrative and monitoring components are highly augmentable via AI (route/shift optimization, anomaly detection from telematics, automated documentation, KPI dashboards), but supervisors still need contextual decision-making when conditions change. Physical presence is sometimes required for on-site oversight, inspections, and incident response, limiting full automation. Social and emotional skills are central for coaching, conflict resolution, safety culture enforcement, and communicating with drivers, unions, and other stakeholders. Accountability is relatively high due to safety, regulatory compliance, and service reliability, so human oversight remains critical even as decision-support automation increases.",2026-02-27T07:42:43.934981
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers","53-2011.00||Airline Pilots, Copilots, and Flight Engineers",3.2,4.4,3.6,2.8,2.2,5.0,Medium,3.1,"Airline flying is highly procedural (SOPs, checklists, ATC rules) and already heavily automated via autopilot, FMS, and flight management procedures, making many routine phases amenable to further automation. However, the role still demands high cognitive skill for abnormal/emergency handling, dynamic weather/traffic constraints, and real-time judgment under uncertainty. Physical embodiment remains meaningful because pilots must be present to manage cockpit controls, verify aircraft state, and respond to rare but safety-critical situations; full autonomy also faces certification and operational constraints. Social/emotional demands are moderate (crew resource management, coordination with ATC and cabin crew) but less central than safety-critical technical judgment. Because errors can be catastrophic and accountability/regulatory requirements are extreme, near-term automation is more likely to reduce crew workload and potentially crew size than to eliminate human pilots entirely.",2026-02-27T07:42:49.367090
53-2012.00,Commercial Pilots,53-2012.00||Commercial Pilots,3.2,4.4,3.6,2.4,2.2,5.0,Medium,3.1,"Commercial piloting includes many standardized, procedure-driven tasks (checklists, navigation, communications, normal operations) that are amenable to automation and AI augmentation, but real-world variability limits full codification. The role demands high contextual judgment in abnormal and emergency situations, weather/terrain constraints, and dynamic airspace coordination, keeping cognitive complexity high. Physical embodiment remains meaningful due to cockpit presence requirements, manual control as backup, and responsibility for passenger/cargo safety, though much control can be automated in modern aircraft. Social/emotional demands are moderate (ATC coordination, passenger/client interaction) but not the core differentiator. Decision impact and accountability are extremely high, with strict regulation and low tolerance for error, making full automation slower to adopt even where technically feasible; near-term gains are strongest in planning, monitoring, and decision support rather than removing the pilot.",2026-02-27T07:42:55.440755
53-2021.00,Air Traffic Controllers,53-2021.00||Air Traffic Controllers,4.2,4.6,1.2,2.8,2.2,5.0,Medium,3.1,"Air traffic control is highly procedural and data-driven (clear separation minima, phraseology, checklists), making many monitoring, alerting, and coordination sub-tasks amenable to automation. However, the work demands sustained high-level situational awareness, rapid multi-constraint reasoning under uncertainty (weather, equipment outages, pilot deviations), and real-time conflict resolution, which raises cognitive complexity. Physical embodiment is low because the job is primarily digital/communications-based, but social/communication skill remains important for clear, calm coordination with pilots and adjacent sectors. Stakes are extremely high with strong regulatory accountability, which limits full automation and favors decision-support systems (conflict detection, sequencing, routing suggestions) with human controllers retaining final authority. Overall, significant augmentation is feasible, but end-to-end automation is constrained by safety certification, rare edge cases, and accountability requirements.",2026-02-27T07:43:00.892997
53-2022.00,Airfield Operations Specialists,53-2022.00||Airfield Operations Specialists,3.6,4.1,2.7,3.2,2.2,4.7,Medium,3.2,"Airfield Operations Specialists perform many standardized, checklist-driven tasks (safety procedures, recordkeeping, dispatch coordination) that are amenable to software automation and AI decision support. However, the role also requires high contextual judgment under time pressure (weather changes, runway conditions, irregular operations) and tight integration with real-time operational constraints, which limits full automation. Physical presence is often needed for airfield inspections, verifying hazards/FOD, and coordinating on-site responses, though sensing/monitoring can reduce some of this. Communication and coordination with ATC, maintenance, and flight crews is central and can be augmented (alerts, summaries, routing), but trust and shared situational awareness remain human-critical. Because errors can have severe safety consequences and regulatory accountability is high, AI is more likely to be used for monitoring, anomaly detection, and decision support than for autonomous control.",2026-02-27T07:43:05.852665
53-2031.00,Flight Attendants,53-2031.00||Flight Attendants,3.6,3.4,4.6,4.4,2.2,4.7,Low,2.4,"Many routine service elements (announcements, checklists, inventory tracking, meal/beverage ordering, and documentation) are structured and could be heavily augmented by AI. However, the role requires continuous physical presence in a constrained, safety-critical environment, including assisting passengers, operating cabin equipment, and managing real-world contingencies. High social/emotional skill is central for de-escalation, reassurance, and compliance, especially during delays, medical events, and conflicts. Cognitive demands rise sharply in irregular operations and emergencies where rapid situational judgment is needed. Because errors can have severe safety and regulatory consequences and accountability remains with crew, end-to-end automation is unlikely; AI will mainly support training, monitoring, and decision aids rather than replace attendants.",2026-02-27T07:43:12.304269
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians","53-3011.00||Ambulance Drivers and Attendants, Except Emergency Medical Technicians",3.2,2.6,4.6,3.0,1.8,4.2,Medium,2.8,"Core duties (driving set routes, vehicle checks, documentation, dispatch coordination) are fairly standardized and increasingly supported by navigation, telematics, and scheduling software, making them partially automatable. However, the role requires substantial physical embodiment: safely loading/unloading patients, operating stretchers, and working in uncontrolled environments, which is difficult to automate without advanced robotics. Social interaction and calm reassurance are often needed with patients and families, though less than for clinical EMT care. Decision-making is safety-critical (traffic, patient handling, compliance with protocols), raising accountability and limiting full automation; near-term AI is more likely to augment routing, monitoring, and paperwork than replace on-scene transport and patient handling.",2026-02-27T07:43:17.892735
53-3031.00,Driver/Sales Workers,53-3031.00||Driver/Sales Workers,3.6,2.6,4.4,3.2,1.8,3.8,Medium,3.2,"Many core activities (route planning, order entry, invoicing, inventory reconciliation, and customer communications) are structured and increasingly digitized, making them amenable to software and AI assistance. However, the job has substantial physical embodiment: driving in complex real-world conditions, loading/unloading, stocking, and handling exceptions at delivery sites remain difficult to fully automate without mature autonomous vehicles and robotics. Social interaction matters for upselling, resolving delivery issues, and maintaining customer relationships, which can be partially supported by AI but often benefits from human trust and situational judgment. Accountability is moderate-to-high due to road safety, cash/payment handling, and service failures, which slows full automation even if parts are automated. Overall, AI can significantly augment dispatching, sales support, and back-office tasks, while full end-to-end automation is constrained primarily by physical delivery and safety/regulatory requirements.",2026-02-27T07:43:23.141869
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,53-3032.00||Heavy and Tractor-Trailer Truck Drivers,3.6,3.2,4.4,2.2,1.8,4.6,Medium,3.1,"Long-haul driving has many standardized elements (routes, hours-of-service rules, inspections, logging), making portions of the work codifiable and increasingly sensor/AI-assisted. However, real-world driving still requires robust perception and judgment in edge cases (weather, construction, unpredictable road users), and the job often includes physical tasks like coupling/uncoupling trailers, inspections, fueling, and occasional unloading. Social demands are moderate (dispatch coordination, customers, law enforcement) but typically not highly emotionally nuanced. The stakes are high due to safety, liability, and regulatory compliance, which slows full automation deployment. Near-term automation is strongest for highway driving assistance, route optimization, compliance paperwork, and monitoring, while human drivers remain critical for complex urban maneuvers, adverse conditions, and physical handling of equipment and cargo.",2026-02-27T07:43:28.278331
53-3033.00,Light Truck Drivers,53-3033.00||Light Truck Drivers,4.2,2.6,4.4,2.2,1.6,3.8,Medium,3.3,"Route execution, pickup/drop-off workflows, scanning, and compliance steps are fairly standardized and measurable, making significant portions amenable to automation/optimization. However, the job requires substantial physical presence for driving in complex real-world conditions and often for loading/unloading, navigating buildings, and handling exceptions at delivery sites. Cognitive demands are moderate: drivers manage traffic, weather, parking, and last-mile constraints, but much of the work follows repeatable procedures. Social/emotional skill is usually limited to brief customer interactions, though professionalism and conflict handling matter in edge cases. Accountability is meaningful due to safety, property damage, and regulatory exposure, which slows full automation; near-term automation is most likely via driver-assist, route planning, dispatch automation, and partial autonomy in constrained environments rather than end-to-end replacement.",2026-02-27T07:43:33.505470
53-3051.00,"Bus Drivers, School","53-3051.00||Bus Drivers, School",3.6,2.8,4.7,3.4,1.8,4.6,Medium,2.9,"Core driving and route adherence are relatively standardized and measurable, making parts of the work (routing, scheduling, compliance checklists, incident reporting) amenable to automation/AI assistance. However, the job requires substantial physical embodiment: operating a large vehicle in varied real-world conditions, managing loading/unloading, and responding to unpredictable road and student behaviors. Social-emotional demands are moderate because drivers must maintain order, communicate with children, and handle conflicts or special needs appropriately. Accountability and safety stakes are high (child safety, traffic risk, regulatory compliance), which slows full automation and increases the need for human oversight. Near-term automation is most plausible as advanced driver-assistance plus monitoring and administrative automation rather than fully driverless school buses in typical environments.",2026-02-27T07:43:38.623131
53-3052.00,"Bus Drivers, Transit and Intercity","53-3052.00||Bus Drivers, Transit and Intercity",3.2,3.4,4.8,3.0,1.6,4.6,Medium,2.6,"Core driving tasks are partially structured (routes, schedules, fare rules) and increasingly supportable by driver-assist and dispatch/optimization software, but real-world traffic, weather, construction, and passenger behavior add variability and judgment. The work is highly physically embodied and safety-critical, requiring continuous real-time control of a large vehicle and situational awareness in complex environments. Social interaction is moderate: managing passenger questions, conflicts, accessibility needs, and ensuring a safe onboard environment often benefits from human presence. Creativity demands are low, but accountability is high due to public safety, regulatory compliance, and liability. Near-term automation is most feasible for back-office functions (routing, scheduling, fare collection, reporting) and limited autonomy in constrained corridors; full driver replacement is constrained by safety, edge cases, and supervision requirements.",2026-02-27T07:43:44.436498
53-3053.00,Shuttle Drivers and Chauffeurs,53-3053.00||Shuttle Drivers and Chauffeurs,4.2,2.4,4.8,3.0,1.4,4.1,Medium,3.2,"Core driving and routing tasks are highly standardized (fixed routes, schedules, pickup/drop-off procedures), making portions amenable to automation and dispatch optimization. However, the work is strongly constrained by physical-world operation of a vehicle in dynamic environments, which remains a major barrier outside geofenced or highly controlled settings. Social interaction is moderate: customer service, assisting riders (including medical transport and bereavement contexts), and handling complaints or special needs often require human judgment and empathy. Stakes are meaningful due to passenger safety, regulatory compliance, and liability, which slows full automation even if driver-assist features can reduce workload. Near-term automation is most plausible via advanced driver assistance, telematics, automated scheduling/fare collection, and partial autonomy on predictable routes; fully driverless operation is less reliable across varied conditions and passenger needs.",2026-02-27T07:43:50.218675
53-3054.00,Taxi Drivers,53-3054.00||Taxi Drivers,3.5,2.5,4.5,2.5,1.5,3.5,Medium,3.0,"Core driving and routing are increasingly codifiable and measurable (navigation, dispatch, pricing), making significant portions amenable to automation. However, the job requires continuous physical operation of a vehicle in open-world conditions, which remains a major barrier without widespread autonomous vehicles. Cognitive demands are moderate: real-time hazard handling, local knowledge, and exception management (road closures, passenger issues) are common but not deeply analytical. Social skills matter for customer service and conflict de-escalation, but interactions are typically brief and procedural. Accountability is moderate-to-high due to safety, legal liability, and passenger welfare, which slows full automation even as driver-assist and autonomous systems expand.",2026-02-27T07:43:54.862921
53-3099.00,"Motor Vehicle Operators, All Other","53-3099.00||Motor Vehicle Operators, All Other",3.2,2.8,4.6,2.2,1.6,4.2,Medium,3.1,"This catch-all category likely includes a mix of driving roles with partially standardized procedures (routes, safety checks) but variable real-world conditions, making the work only moderately codifiable. Core tasks require continuous perception and judgment in dynamic environments (traffic, weather, pedestrians), but typically not deep analytical reasoning. Physical embodiment is high because safe vehicle operation and many associated tasks (loading, securing cargo, inspections) require real-world presence and sensorimotor control. Social/emotional demands are usually limited to routine interactions, though some roles may involve customer service. Automation is constrained by safety, liability, and regulatory accountability; while ADAS and limited-domain autonomy can automate portions of driving, broad deployment across diverse “all other” contexts remains uneven, yielding medium overall automation potential.",2026-02-27T07:44:01.285592
53-4011.00,Locomotive Engineers,53-4011.00||Locomotive Engineers,3.8,3.4,2.6,1.8,1.4,4.6,Medium,3.2,"Locomotive engineering involves many standardized procedures (signals, rules, timetables, braking curves) that are amenable to automation and decision support, especially under well-instrumented rail networks. However, operators must handle irregular situations (equipment faults, weather, track obstructions, work zones, unexpected signal behavior) that require contextual judgment and conservative risk management. The work is partly physical due to on-site presence, cab operations, inspections, and coordination with yard/field staff, though much of the core control task is digital/controls-based. Social/emotional demands are generally limited, but communication and coordination remain important. Stakes are high (safety, hazardous materials, passenger risk, regulatory compliance), which slows full automation and keeps humans critical for accountability and exception handling even as ATO/PTC-like systems automate routine driving.",2026-02-27T07:44:06.771310
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers","53-4013.00||Rail Yard Engineers, Dinkey Operators, and Hostlers",3.6,3.2,4.4,2.2,1.6,4.3,Medium,3.2,"Much of the work follows standardized operating rules, signals, and yard procedures, making portions of routing, speed control, and compliance checking relatively codifiable. However, safe switching in a dynamic yard requires continuous situational judgment (track conditions, unexpected obstacles, equipment issues) and tight coordination with ground crews, which is harder to fully automate. The role is strongly tied to physical-world operation of heavy equipment in complex environments, where perception, edge-case handling, and safety assurance remain challenging for near-term autonomy. Stakes are high due to collision/derailment risk and regulatory accountability, which slows full automation and favors human-in-the-loop control. Automation is most plausible for assistive systems (collision avoidance, automated braking, optimized switching plans, remote/assisted operation) rather than fully autonomous yard engineers across all conditions.",2026-02-27T07:44:12.164123
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","53-4022.00||Railroad Brake, Signal, and Switch Operators and Locomotive Firers",3.6,3.2,4.4,2.2,1.8,4.6,Medium,3.0,"Many core duties (monitoring instruments, observing signals, following switching procedures, and standardized inspections) are rule-based and increasingly supported by sensors, computer interlocking, and automated train control, making portions amenable to automation. However, the work remains highly physical and environment-dependent (coupling/uncoupling, walking rights-of-way, handling hoses/hand brakes), which is difficult to automate without robust field robotics. Operators also make time-sensitive safety judgments under variable conditions (weather, visibility, unexpected obstacles), and errors can have severe consequences, raising accountability and limiting full automation. Social/emotional demands are moderate (coordination and clear communication) but not the primary barrier. Overall, automation is likely to augment monitoring, diagnostics, and routing decisions, while humans remain critical for on-site switching, contingency handling, and safety assurance in the near term.",2026-02-27T07:44:17.329740
53-4031.00,Railroad Conductors and Yardmasters,53-4031.00||Railroad Conductors and Yardmasters,3.6,3.4,3.2,3.0,2.0,4.6,Medium,3.2,"Railroad conductors and yardmasters perform many structured, procedure-driven tasks (schedules, switching orders, consist makeup/breakup) that are amenable to software optimization, decision support, and partial automation. However, real-time yard and train operations require contextual judgment under changing conditions (weather, equipment issues, delays) and coordination across multiple roles, which limits full automation. The work also has meaningful physical and on-site components (field verification, safety checks, responding to incidents) that are harder to automate without advanced robotics and widespread sensor coverage. Stakes are high due to safety, regulatory compliance, and operational risk, increasing the need for human accountability and oversight even when AI can recommend actions. Most automatable elements include planning, dispatch/switching optimization, documentation, and anomaly detection; human-critical elements include safety-critical go/no-go decisions, incident response, and on-the-ground coordination.",2026-02-27T07:44:22.695831
53-4041.00,Subway and Streetcar Operators,53-4041.00||Subway and Streetcar Operators,4.2,2.8,3.6,2.4,1.4,4.6,Medium,3.4,"Operating trains/streetcars follows highly standardized routes, signals, schedules, and safety procedures, making much of the core driving task relatively codifiable and amenable to automation. However, the work still involves real-world physical presence for platform interface, door operations, incident response, and handling unexpected track/vehicle conditions, which raises embodiment needs. Cognitive demands are moderate: operators must maintain situational awareness and apply procedures under abnormal conditions, but most routine operation is procedural. Stakes are high due to passenger safety and regulatory accountability, which slows full automation and keeps humans important for supervision, emergency handling, and public-facing responsibilities (e.g., assisting passengers, managing conflicts, fare issues where applicable).",2026-02-27T07:44:27.976912
53-4099.00,"Rail Transportation Workers, All Other","53-4099.00||Rail Transportation Workers, All Other",3.2,3.0,4.4,2.4,1.8,4.2,Medium,3.0,"This catch-all rail transportation category likely includes a mix of standardized operational tasks (inspections, signaling/communications, safety checks, documentation) and situational field work, making parts of the work codifiable but not fully uniform. Physical presence around rail equipment, yards, and right-of-way conditions is often required, with safety-critical manual actions and environmental variability limiting full automation. Many decisions are high-stakes (safety, regulatory compliance, incident response), increasing the need for human accountability even when AI can assist. AI can strongly augment planning, monitoring, anomaly detection, reporting, and procedural guidance, while humans remain critical for on-site interventions, safety judgment in unusual conditions, and responsibility for final go/no-go decisions.",2026-02-27T07:44:33.306512
53-5011.00,Sailors and Marine Oilers,53-5011.00||Sailors and Marine Oilers,3.2,2.8,4.7,2.6,1.8,4.1,Medium,2.9,"Much of the work is procedural (standing watch, following navigation/bridge commands, maintenance routines, cargo-gear handling), which is partially codifiable and can be supported by checklists, sensors, and decision aids. However, the role is highly physically embodied—rigging, line handling, equipment maintenance, and emergency response require on-deck presence, dexterity, and adaptation to weather/sea-state, making full automation difficult. Cognitive demands are moderate: watchstanding and emergency actions require situational awareness and quick judgment but are often guided by established protocols and supervision. Stakes are high due to safety, environmental risk (especially on tankers), and regulatory accountability, which favors human oversight even if AI assists with monitoring, predictive maintenance, and hazard detection. The most automatable components are monitoring/alerting (obstruction detection, depth sensing), maintenance planning/documentation, and some remote/assisted navigation; the most human-critical are physical deck operations, emergency response, and compliance/accountability in real-world conditions.",2026-02-27T07:44:40.042984
